App Name,App ID,Policy URL
mobile.bible.android,com.sirma.mobile.bible.android,https://www.bible.com/privacy
thehotyogaspot,com.fitnessmobileapps.thehotyogaspot,https://www.mindbodyonline.com/privacy-policy
mobilebenefits.h117,com.lighthouse1.mobilebenefits.h117,https://healthnewengland.org/notice-of-privacy-practices
android,com.torrid.android,http://www.torrid.com/torrid/customer-service/about-torrid/td-customerservice-abouttorrid-privacyresponsibility.html
,com.bunpoapp,https://bunpo.app/privacy.html
android.apps.magazines,com.google.android.apps.magazines,http://www.google.com/policies/privacy
life_in_the_uk_test,net.briceventures.life_in_the_uk_test,https://lifeintheuktestapp.co.uk/privacy-policy
tcpmobileapp,com.childrensplace.tcpmobileapp,https://www.childrensplace.com/us/help-center/policies/PrivacyPolicy
faceshow,com.guochao.faceshow,https://www.buzzcast.buzz/privacyPolicy
,partl.Diarium,https://diariumapp.com/privacypolicy
idma,com.idealmatch.idma,https://www.irisdating.com/privacy-policy
patpat,com.interfocusllc.patpat,http://www.patpat.com/privacy
android,app.getjrpass.android,https://getjrpass.com/privacy-policy/
revolution,com.kse.revolution,https://www.mlssoccer.com/legal/privacy-policy
app.ena,io.tixngo.app.ena,https://www.englandnetball.co.uk/privacy-policy/
app.id_DRDAhmtAQf,co.tapcart.app.id_DRDAhmtAQf,https://www.americanfighter.com/policies/privacy-policy
android.onsen2,net.kairosoft.android.onsen2,http://kairopark.jp/android/priv.html
lvoverseas,com.lemon.lvoverseas,https://sf16-draftcdn-sg.ibytedtos.com/obj/ies-hotsoon-draft-sg/capcut/via_clause_privacy_policy_en.html
office.officehubrow,com.microsoft.office.officehubrow,http://go.microsoft.com/fwlink/?LinkID=507380
brawlstars,com.supercell.brawlstars,https://supercell.com/en/privacy-policy/
kawaiidungeon,de.mardukcorp.kawaiidungeon,https://kawaiinihongo.de/?page_id=78
android.gm,com.google.android.gm,http://www.google.com/policies/privacy
numbers123.tracing,com.gamesforkids.numbers123.tracing,https://gunjanappstudios.com/privacy-policy/
android,com.soundcloud.android,http://soundcloud.com/pages/privacy
beta,ph.spacedesk.beta,https://spacedesk.net/privacy-policy/
android.apps.nbu.files,com.google.android.apps.nbu.files,http://www.google.com/policies/privacy
diary.mood.journal,com.daily.diary.mood.journal,https://4thfloorapps.com/diary-privacy-policy.html
android.easyMover,com.sec.android.easyMover,https://www.samsung.com/us/account/privacy-policy/
zahlenspielpro.lars,com.kila.zahlenspielpro.lars,https://lars3n95.github.io/#pp
bluebird.englishamerican,com.pronunciatorllc.bluebird.englishamerican,https://bluebirdlanguages.com/bluebird-languages-privacy-policy/
xhs,com.xingin.xhs,https://agree.xiaohongshu.com/h5/terms/ZXXY20230227002/-1
,com.leaderboardgolf,https://www.leaderboardgolf.co/privacy-policy
android.an,com.mochimochi.android.an,https://mochidemy.com/privacy-and-policy/
mobilesecurity,com.symantec.mobilesecurity,https://www.nortonlifelock.com/privacy/gps-english
android.apps.photosgo,com.google.android.apps.photosgo,http://www.google.com/policies/privacy
,com.waze,http://www.waze.com/legal/privacy/
legends,com.mobile.legends,https://m.mobilelegends.com/news/articleldetail?newsid=2690279
android.acctsvcs.us,com.americanexpress.android.acctsvcs.us,https://www.americanexpress.com/us/content/legal-disclosures/online-privacy-statement.html
daveshotchicken,com.mobile.daveshotchicken,https://www.daveshotchicken.com/privacy-policy/
real.golf.rival.online,com.sports.real.golf.rival.online,https://www.take2games.com/privacy
,com.welcometokyoevents,https://www.wix.com/about/privacy
diary.time.lock,com.lp.diary.time.lock,https://sites.google.com/view/momentdiary/%E9%A6%96%E9%A1%B5
psxandroid,com.scee.psxandroid,https://www.playstation.com/legal/privacy-policy/
,com.discord,https://discordapp.com/privacy/
EndlessNumbers,com.originatorkids.EndlessNumbers,http://originatorkids.com/corporate/privacypolicy/
aliexpresshd,com.alibaba.aliexpresshd,http://terms.alicdn.com/legal-agreement/terms/suit_bu1_aliexpress/suit_bu1_aliexpress201909171350_82407.html
chinadaily,com.theotino.chinadaily,https://enapp-comment.chinadaily.com.cn/comment/api/static/html/PrivacyPolicy.html
proclubmanager1,com.encode.proclubmanager1,http://justdreamapps.com/proprivacypolicy.html
number.sums.puzzle,com.easybrain.number.sums.puzzle,https://easybrain.com/privacy
android,com.pushbullet.android,https://help.pushbullet.com/articles/play-store-privacy-policy/
vcnc.android.couple,kr.co.vcnc.android.couple,https://between.us/policy/privacy/
,com.oceansecondnum,https://mobileocean.co/2ndlineprivacy/
android.steam.community,com.valvesoftware.android.steam.community,http://store.steampowered.com/privacy_agreement/
number.match.pethereum,com.loop.number.match.pethereum,https://loopgames.net/privacy
ling.en,com.simyasolutions.ling.en,https://ling-app.com/privacy-policy/
ui,com.target.ui,http://www.target.com/c/target-privacy-policy/-/N-4sr7p
pcbuilder,com.indraanisa.pcbuilder,https://sites.google.com/view/pcbuilderpolicy/
android.soccer.news.england,com.kenwa.android.soccer.news.england,https://football-news.netlify.app/policy/news-england.html
browser,com.opera.browser,https://www.opera.com/privacy
android.apps.kids.familylink,com.google.android.apps.kids.familylink,https://www.google.com/policies/privacy
diary.mood.tracker.moodpress,com.selfcare.diary.mood.tracker.moodpress,https://www.yoobool.com/moodpress/privacy
intl,com.UCMobile.intl,https://img.ucweb.com/s/uae/g/3o/ucwebptc/suit_bu1_uc202007241608_71682_04.html
katana,com.facebook.katana,https://www.facebook.com/about/privacy/
tradingviewapp,com.tradingview.tradingviewapp,https://www.tradingview.com/privacy-policy/
spacemafia,com.innersloth.spacemafia,https://www.innersloth.com/privacy.php
android.ANMP.GloftDYHM,com.gameloft.android.ANMP.GloftDYHM,http://www.gameloft.com/en/privacy-notice
jupiter,com.inspiredsquare.jupiter,http://www.inspiredsquare.com/games/privacy_policy.html
android.apps.subscriptions.red,com.google.android.apps.subscriptions.red,http://www.google.com/policies/privacy
woober,and.lihuhu.woober,https://lihuhugames.com/privacy-policy/
android.ANMP.GloftA8HM,com.gameloft.android.ANMP.GloftA8HM,http://www.gameloft.com/privacy-notice/
GamesInOneWatchGames,com.MustBeFun.GamesInOneWatchGames,https://sites.google.com/view/gio-watchgames-privacypolicy/home
ap,es.hskfree.ap,https://khanjischool.com/terms-of-use-privacy
drops.learn.learning.speak.language.english.american.us.usa.words,com.languagedrops.drops.learn.learning.speak.language.english.american.us.usa.words,https://languagedrops.com/privacypolicy.html
journal.lock.mood.tracker.free.secret,mydiary.diary.journal.lock.mood.tracker.free.secret,https://daylio.net/privacy-policy
klotski.riddle,com.dopuz.klotski.riddle,https://sites.google.com/site/dopuzgames/privacy-policy
nhk.nhkworld.tv,jp.or.nhk.nhkworld.tv,https://www3.nhk.or.jp/nhkworld/en/terms/privacy/
rdc.androidx,com.microsoft.rdc.androidx,https://go.microsoft.com/fwlink/?LinkId=521839
yomiwa,com.yomiwa.yomiwa,http://www.yomiwa.net/privacy/android/
android.apps.youtube.kids,com.google.android.apps.youtube.kids,http://www.google.com/intl/en/policies/privacy/
juggle,com.block.juggle,https://hungrystudio.com/privacyus.html?utm_source=googleplay&utm_medium=referral&utm_campaign=visitwebsite
app.im,me.dingtone.app.im,https://www.dingtone.me/privacy_policy.html
android,com.vkontakte.android,https://vk.com/privacy
blek,io.appground.blek,https://appground.io/privacy
yjteam.dailynote,kr.co.yjteam.dailynote,http://yjteam.co.kr/privacy/dailynote.html
freefireth,com.dts.freefireth,https://content.garena.com/legal/pp/pp_en.html
app,io.usersense.app,https://www.usersense.io/privacy-statement
HomeOffice.ho3,uk.gov.HomeOffice.ho3,https://www.gov.uk/government/publications/electronic-travel-authorisation-eta-privacy-information-notice
downloader,videoplayer.videodownloader.downloader,https://deepthought.industries/privacypolicy.html?pkg=videoplayer.videodownloader.downloader
asair,com.tranetechnologies.asair,https://asairhome.com/privacy_policy
MobControl,com.vincentb.MobControl,https://www.voodoo.io/privacy
wayfair,com.wayfair.wayfair,https://www.wayfair.ca/customerservice/general_info.php#privacy
teams,com.microsoft.teams,https://aka.ms/privacy
dls7,com.firsttouchgames.dls7,https://www.ftgames.com/privacy-policy
app,com.freestufffinder.app,http://www.freestufffinder.com/privacy-policy/
android,com.thredup.android,https://www.thredup.com/privacy-policy
virtualphone,virtualnumber.secondphone.virtualphone,https://getcodeapp.com/page/privacy_policy
hanping.app.pro,com.embermitre.hanping.app.pro,https://hanping.app/privacy
ecards,com.americangreetings.ecards,https://www.bluemountain.com/privacy-policy
,com.pinterest,https://policy.pinterest.com/privacy-policy
game.pvzfree_row,com.ea.game.pvzfree_row,http://privacy.ea.com/en
score_center,com.espn.score_center,https://disneyprivacycenter.com/
diary,com.adpog.diary,https://www.writediary.com/privacypolicy?mobile=1
app,com.picdiary.app,https://picdiary.com/privacy
numberblast,net.happywit.numberblast,https://unicostudio.co/privacy.html
remote,com.roku.remote,https://www.roku.com/about/privacy
pure,com.getpure.pure,https://pure.app/policy/
onlinebanking,org.american1cu.onlinebanking,https://www.american1cu.org/privacy-and-disclosures/privacy-statement
LeagueOne_EN,com.mylogbet.LeagueOne_EN,https://mylogbet.pt/Politica
jal.dom,jp.co.jal.dom,http://www.jal.co.jp/mobile/appli/html/goriyo.html#kojin
android,com.carters.android,http://www.carters.com/privacy/privacy-policy.html
,com.glf,https://www.teamsprt.com/privacy
android,com.robinhood.android,https://robinhood.com/l/privacy
number.puzzle.game,com.easybrain.number.puzzle.game,https://easybrain.com/privacy
england_free,com.app4joy.england_free,https://3dflag.wordpress.com/privacy-policy/
app.im,me.talkyou.app.im,http://talkyou.me/en/privacy_policy.html
,com.jcp,https://www.jcpenney.com/m/privacy-notice
android.apps.tachyon,com.google.android.apps.tachyon,http://www.google.com/policies/privacy
dailychinese,com.mojayllc.dailychinese,https://www.dailychinese.app/privacy_policy/
android.apps.messaging,com.google.android.apps.messaging,http://www.google.com/policies/privacy
,com.whatsapp,https://www.whatsapp.com/legal/privacy-policy
numbers123.toddler.counting.tracing,com.rvappstudios.numbers123.toddler.counting.tracing,http://www.rvappstudios.com/privacy_policy_ABC.php
duchinese,org.sinamon.duchinese,http://www.duchinese.net/privacy_policy.html
minecraftpe,com.mojang.minecraftpe,http://go.microsoft.com/fwlink/?LinkId=521839
carrom,com.miniclip.carrom,https://www.miniclip.com/privacy-policy
release,com.hushed.release,https://hushed.com/privacy-policy/
journal.diary.lock.mood.tracker.free,com.daily.journal.diary.lock.mood.tracker.free,https://www.simpleinnovation.us/diary/privacy-policy
android.play.games,com.google.android.play.games,http://www.google.com/policies/privacy
aimate,com.aichatbot.aimate,https://sc-res.aicreativelabs.co/chat/privacy.html
rdc.android,com.microsoft.rdc.android,https://go.microsoft.com/fwlink/?LinkId=521839
yellowapp,co.yellw.yellowapp,https://www.yubo.live/legal/privacy-policy
languages,com.dotlanguages.languages,https://www.dotlanguages.com/privacy
PCSimulator,com.BStudio.PCSimulator,https://pages.flycricket.io/pc-creator-simulator/privacy.html
chromeremotedesktop,com.google.chromeremotedesktop,https://policies.google.com/privacy
greatamericanrestaurants,com.olo.greatamericanrestaurants,https://order.greatamericanrestaurants.com/privacy-policy
timescity,com.phdmobi.timescity,https://whatshot.in/policy
gratitude.happiness.wellbeing.dailyjournal.journal,grateful.gratefulapp.gratitude.happiness.wellbeing.dailyjournal.journal,https://www.thegratefulapp.com/terms.html
android,com.bestbuy.android,http://www.bestbuy.com/privacy
pdf.reader,com.xodo.pdf.reader,https://xodo.com/privacy
sonicdash,com.sega.sonicdash,https://privacy.sega.com/en/sega-of-america-inc-privacy-policy
royalmatch,com.dreamgames.royalmatch,https://dreamgames.com/en/privacy
OfflineGames,com.JindoBlu.OfflineGames,https://www.iubenda.com/privacy-policy/64629328
android.jasensei,com.japanactivator.android.jasensei,http://www.japan-activator.com/en/public/registration/termsservice
gymmobileapp,com.childrensplace.gymmobileapp,https://www.gymboree.com/us/help-center/policies/PrivacyPolicy
office.outlook,com.microsoft.office.outlook,http://taps.io/outlookprivacy
mobilebanking,com.afcu.mobilebanking,https://www.americafirst.com/about/help/disclosures/card-guard-agreement.html
chrome,com.android.chrome,https://policies.google.com/privacy
,com.ubercab,https://www.uber.com/privacy
jorudan.nrkj,jp.co.jorudan.nrkj,https://www.jorudan.co.jp/company/privacy.html
googleplay.HotWheelsUnlimited,com.budgestudios.googleplay.HotWheelsUnlimited,https://budgestudios.com/en/legal/privacy-policy/
door.inter,com.rym.door.inter,https://sig.doorzo.com/?n=Sig.Front.Front.PrivacyGlobalApp&HideMobileFlag=true&language=en
subwaysurf,com.kiloo.subwaysurf,https://sybogames.com/privacy-policy/
hotfarm,com.beyondcart.hotfarm,https://hotfarm.eu/policies/privacy-policy
renshuu_org,com.renshuu.renshuu_org,https://www.renshuu.org/index.php?page=misc/copyright
chinese,com.immersive.chinese,https://drive.google.com/file/d/1JEJHthqs8uquU3wyPPn4CT4zzOaCsBUD/view?usp=sharing
englandtravelguide,com.happyapplab.englandtravelguide,http://berkekurnaz.com/privacy.html
secondPhone,com.municorn.secondPhone,https://telecom.municorn.com/privacy?app=second-phone
board.number.match,com.neverold.board.number.match,https://neverold.games/privacy-policy/number-match
eighteen_plus,com.shibbir.eighteen_plus,https://sites.google.com/view/eighteenplusapp/home
collectemall,com.tarboosh.collectemall,https://www.voodoo.io/privacy
app,io.n2go.app,https://www.n2go.io/privacy
mm,com.tencent.mm,https://www.wechat.com/mobile/htdocs/en/privacy_policy.html
london.travel.guide,com.etips.london.travel.guide,https://etips.com/privacy-policy/
lovidoo,de.mobiletrend.lovidoo,https://pcdn.yoomee.love/yoomee/en/privacy_en_GB.html
,me.greenlight,https://greenlight.com/privacy/
jump,com.bgg.jump,https://www.magictavern.com/privacy.html
atve.sony.appletv,com.apple.atve.sony.appletv,https://www.apple.com/legal/privacy/en-ww/
alltrails,com.alltrails.alltrails,https://www.alltrails.com/privacy
android.apps.walletnfcrel,com.google.android.apps.walletnfcrel,https://policies.google.com/privacy
uknewspapers,com.tachanfil.uknewspapers,http://terms.munben.com/ing/en
flipline.papashotdoggeriatogo,air.com.flipline.papashotdoggeriatogo,http://www.flipline.com/privacy.html
phrasebook.english.american,com.funeasylearn.phrasebook.english.american,https://www.funeasylearn.com/privacy
uphillnewengland,com.seabirdapps.uphillnewengland,https://www.onespotapps.com/privacy
,com.ihappydate,https://ihappydate.com/policy_EN.html
,com.barcodetopc,https://barcodetopc.com/app-privacy-policy/
firefox,org.mozilla.firefox,https://www.mozilla.org/privacy/firefox/
musically,com.zhiliaoapp.musically,https://www.tiktok.com/legal/privacy-policy
game.nfs14_row,com.ea.game.nfs14_row,http://privacy.ea.com/en
inDriver,sinet.startup.inDriver,https://indrive.com/en-cy/legal
englandsdar,com.apptegy.englandsdar,http://apptegy.com/privacy-policy
android,com.virtunum.android,https://www.onlinesms.app/privacy-and-policy
,flar2.appdashboard,https://appdash.app/app-privacy-policy/
mygolf,org.englandgolf.mygolf,https://www.englandgolf.org/p/app/mygolf-en/privacy-policy
picturebook,com.pplingo.picturebook,https://ebu-ops.lingoace.com/static/aelbookprivacy/index.html
scorecounter,com.szabolcsarvai.scorecounter,https://szabolcsarvai.github.io/scorecounter-web/privacy-policy.html
hotyogahealthyyou,com.fitnessmobileapps.hotyogahealthyyou,https://www.mindbodyonline.com/privacy-policy
number.crush.match.numberzilla.ten.saga.puzzle,com.microjoy.number.crush.match.numberzilla.ten.saga.puzzle,http://microjoygame.com/privacy.html
gamesapp,org.pbskids.gamesapp,http://pbskids.org/privacy/
app,com.kismia.app,https://mobapi.kismia.com/assets/57/privacy-policy.html
twickenham,com.tixserve.twickenham,https://www.englandrugby.com/the-rfu/policies/privacy-notice
lite,com.facebook.lite,https://www.facebook.com/about/privacy/
lifeintheuk,ca.reev.lifeintheuk,https://reev.ca/privacy
flipline.papashotdoggeriahd,air.com.flipline.papashotdoggeriahd,http://www.flipline.com/privacy.html
,com.flirtini,https://www.flirtini.com/staticPage/privacypolicy
one.calculator,all.in.one.calculator,https://www.allinonecalculator.com/privacy
thehotroom,com.fitnessmobileapps.thehotroom,https://www.mindbodyonline.com/privacy-policy
app,com.leaderboardle.app,https://www.leaderboardle.com/tandcs.html
client,com.roblox.client,https://www.roblox.com/info/privacy
builder.creator.building.simulator.game,com.pc.builder.creator.building.simulator.game,https://hyperjoygames.com/hyper-joy-privacy-policy.html
taobao,com.taobao.taobao,https://terms.alicdn.com/legal-agreement/terms/suit_bu1_taobao/suit_bu1_taobao201703241622_61002.html
WordCounter.free,com.lightweight.WordCounter.free,https://sites.google.com/view/tubenoteprivacypolicy/home
hot.popular.com.hotappsnearby,nearby.apps.hot.popular.com.hotappsnearby,http://privacy.hotappsnearby.com
ukmapquiz,com.qbisstudio.ukmapquiz,https://ukmapquiz.qbisstudio.com/
,com.americanHealthMarketplace,https://app.americanhm.org/privacy-policy.html
app,online.smsvirtual.app,https://www.privacypolicygenerator.info/live.php?token=u3ierK4u69BdHWQmCsW2YdNdQDJvt8Eg
kawaiinihongo,de.mardukcorp.kawaiinihongo,https://kawaiinihongo.de/?page_id=78
aomi,com.aomiapp.aomi,https://www.aomijapanese.jp/privacy-policy
mobile.client.android.mail,com.yahoo.mobile.client.android.mail,https://policies.yahoo.com/xw/en/yahoo/privacy/directory/international/index.htm
af,com.squadbuilt.af,https://squadbuilt.com/privacy
mechat,world.playme.mechat,https://playme.pro/info/general_privacy_policy_eng.html
aos.numberone,com.tunupgames.aos.numberone,http://www.tunupgames.com/?detail=pen
app,com.ifriend.app,https://evaapp.ai/app/pp.html
Englandsoccer,com.PecbaGames.Englandsoccer,https://drive.google.com/file/d/1yE6Gcn9SA7d-uIdv0JjipEFwWpTXt-84/view?usp=sharing
fishdomdd.gplay,com.playrix.fishdomdd.gplay,https://www.playrix.com/privacy/index.html
candycrushsaga,com.king.candycrushsaga,https://king.com/privacyPolicy
