app_id,policy_url
com.lxqd.myhotpotstroy.abroad,http://www.subzero7.cn/PrivacyPolicy_us.html
com.kiddoware.kidsplace,https://kiddoware.com/kids-place-privacy-policy/?lang=en
com.footlocker.kids,https://www.kidsfootlocker.com/help/privacy-statement.html
com.madeinchina.b2b.trade,https://m.made-in-china.com/app/privacy
com.eup.heychina,https://eupgroup.net/apps/heychina/terms.html
com.gratitude.challenge,https://365gratitudejournal.com/privacy/index.html
com.devhao2learn.app,https://hao2learn.com/privacy.html
com.nixgames.truthordare,https://nixgames45.blogspot.com/2021/09/truth-or-dare-privacy-policy.html
com.google.android.youtube,http://www.google.com/policies/privacy
io.whatismynumber,https://whatismynumber.io/policy/privacy
org.telegram.messenger,https://telegram.org/privacy
com.puzzle.merge,http://www.cardmania.top/static/page/pp.html
com.asmolgam.englishcounties,https://asmolgam.com/privacy/
uk.org.nt.android.app1,https://www.nationaltrust.org.uk/features/privacy-policy
diary.journal.lock.mood.daily,https://simpledesign.ltd/privacypolicy.html?pkg=diary.journal.lock.mood.daily
mobi.eup.jpnews,https://eupgroup.net/privacy-easy-japanese/
co.tapcart.app.id_BrDtBG7PIX,http://americantall.com/pages/privacy-policy-webpage-version
net.kairosoft.android.onsen_en,http://kairopark.jp/android/priv.html
com.pronunciatorllc.grammarific.englishamerican,https://bluebirdlanguages.com/bluebird-languages-privacy-policy/
com.supercell.clashofclans,https://supercell.com/en/privacy-policy/
com.mindtwisted.kanjistudy,http://kanjistudyapp.com/policy.html
diary.journal.mood.tracker.diarywithlock,https://bestvideoappstudio.com/DIARY_PrivacyPolicy.html
com.netease.newspike,https://protocol.unisdk.easebar.com/release/latest_v475.html
com.chineasy.cards,https://www.chineasy.com/privacy/
com.ww18PlusBrowser_15935711,http://www.appsgeyser.com/privacy/app/
com.greateranglia,http://www.greateranglia.co.uk/home/privacy-policy
com.biglime.cookingmadness,https://www.zenlifegames.com/privacy-policy
com.tapcheer.hotslide,http://www.tapcheer.com/support/hot-slide/
ua.napps.scorekeeper,https://sites.google.com/view/score-counter-privacy-policy/home
org.pbskids.video,https://pbskids.org/privacy/
com.joyark.cloudgames.community,https://web.joyark.com/privacyPolicy
com.InsignisGames.PCTycoon2Pro,https://doc-hosting.flycricket.io/pc-tycoon-2-pro-privacy-policy/42c8da80-d42b-444d-bb8b-063ddf6c5ab8/privacy
com.crazykoder.virtualLeaderboard,https://virtual-leaderboard.crazykoder.dev/privacy.html
com.ww18PlusBrowser_14870445,http://www.appsgeyser.com/privacy/app/
com.sofascore.results,https://www.sofascore.com/privacy-policy/
com.imayi.dinochinese,https://yateland.com/privacy/
com.google.android.apps.photos,http://www.google.com/policies/privacy
com.tinybird.mergenumberblocks,https://funtapcorp.vn/bao-mat
com.dts.freefiremax,https://content.garena.com/legal/pp/pp_en.html
com.radiomaria.eng,https://radiomariaengland.uk/privacy-policy/
com.snapchat.android,http://www.snapchat.com/privacy
com.sgiggle.production,http://www.tango.me/privacy-policy/
org.nanobit.billionairestories,https://www.nanobit.com/privacy-policy/
com.indolj.hotnspicy,https://hot-nspicy.com/privacy-policy
com.amazon.avod.thirdpartyclient,http://www.amazon.com/gp/help/customer/display.html?nodeId=468496
com.atistudios.italk.zh,https://www.mondly.com/privacy
com.opera.mini.native,http://www.opera.com/privacy
com.planner.journal,https://planwiz.app/privacy-policy.html
com.facebook.orca,https://m.facebook.com/policy.php
org.videolan.vlc,https://www.videolan.org/vlc/privacy.html
com.google.android.calendar,http://www.google.com/policies/privacy
com.google.android.apps.authenticator2,http://www.google.com/policies/privacy
com.navitime.inbound.walk,https://static.japan.travel.navitime.com/contents/html/general/privacy/privacy_en.html
com.chineseskill,https://www.chineseskill.com/privacypolicy-html
com.fastjapan.tabiko,https://www.inbound-platform.com/en/privacy/
com.sewayou,https://www.SewaYou.com/privacy
com.pinger.textfree,http://www.pinger.com/privacy-policy/
com.williamsinteractive.hotshotcasino,https://www.sciplay.com/terms-of-service/#!/privacy
com.mosalingua.jpfree,https://www.mosalingua.com/app-privacy
ai.blush,https://blush.ai/legal/privacy
com.google.android.GoogleCamera,http://www.google.com/policies/privacy
com.google.android.contacts,http://www.google.com/policies/privacy
com.fingersoft.hillclimb,http://www.fingersoft.com/privacy.html
com.cancriesolutions.mykidsplace,https://mykidsplace.store/#/site/privacy-policy
com.skype.raider,http://www.skype.com/go/privacy
com.molatra.chinesewriterlite,http://www.trainchinese.com/v2/mprivacy.php
com.netflix.NGP.TooHotToHandle3,https://netflix.com/privacy
com.karastm.uk.vpn,http://allenmax.atwebpages.com/policy/karastm/UK_VPN.html
com.WagotabiLimited.Wagotabi,https://www.wagotabi.com/privacy-policy
com.ten.hotrodmag,https://www.motortrend.com/privacy-policy/
com.ProfitStars.TeleWeb104394,https://www.bankofengland-ar.com/privacy-policy
com.google.android.apps.docs,http://www.google.com/policies/privacy
com.avinty.apps.user.android,https://avinty.com/privacy-policy
com.zulily.android,
com.vpnplus18.android,https://www.18plus.tech/privacy
com.binary.hyperdroid,https://github.com/windows-ui/ProjectHyperDroid/tree/main/PrivacyPolicy
com.google.android.deskclock,http://www.google.com/policies/privacy
co.hinge.app,https://hinge.co/privacy
com.microsoft.appmanager,http://go.microsoft.com/fwlink/?LinkID=248686
com.dv8games.nesuper,https://www.freeprivacypolicy.com/live/2dd73ea2-4561-4711-b390-4dc63d7a175a
com.imdbtv.livingroom,https://www.primevideo.com/terms
com.passportamerica.mypaandroid,https://passportamerica.com/privacy
com.mobile.android.eris,https://www.erisdating.com/view/company/terms.html
com.connect.enduser,https://isa.hik-connect.com/views/terms/hct/newPrivacyPolicy.html
com.google.android.dialer,http://www.google.com/policies/privacy
com.macys.android,https://customerservice-macys.com/articles/macys-and-macyscom-notice-of-privacy-practices
com.zhenkolist.england_national_football_team_wallpaper,https://zhenkolist.blogspot.com/2023/01/zhenkolist-apps-privacy-policy.html
com.duolingo,https://www.duolingo.com/privacy
com.google.android.googlequicksearchbox,http://www.google.com/policies/privacy
com.rovio.baba,https://www.rovio.com/privacy
com.bzn.xtian.journal,https://bizchineseapp.com/xtian-journal-terms.php
com.google.android.apps.chromecast.app,https://policies.google.com/privacy
com.visitwidget.vne,https://visitwidget.com/privacy-policy/
com.ea.gp.fifamobile,http://privacy.ea.com/en
com.king.farmheroessaga,https://king.com/privacyPolicy
ru.loveplanet.app,http://loveplanet.ru/a-conditions/en
com.sirma.mobile.bible.android,https://www.bible.com/privacy
com.fitnessmobileapps.thehotyogaspot,https://www.mindbodyonline.com/privacy-policy
com.lighthouse1.mobilebenefits.h117,https://healthnewengland.org/notice-of-privacy-practices
com.torrid.android,http://www.torrid.com/torrid/customer-service/about-torrid/td-customerservice-abouttorrid-privacyresponsibility.html
com.bunpoapp,https://bunpo.app/privacy.html
com.google.android.apps.magazines,http://www.google.com/policies/privacy
net.briceventures.life_in_the_uk_test,https://lifeintheuktestapp.co.uk/privacy-policy
com.childrensplace.tcpmobileapp,https://www.childrensplace.com/us/help-center/policies/PrivacyPolicy
com.guochao.faceshow,https://www.buzzcast.buzz/privacyPolicy
partl.Diarium,https://diariumapp.com/privacypolicy
com.idealmatch.idma,https://www.irisdating.com/privacy-policy
com.interfocusllc.patpat,http://www.patpat.com/privacy
app.getjrpass.android,https://getjrpass.com/privacy-policy/
com.kse.revolution,https://www.mlssoccer.com/legal/privacy-policy
io.tixngo.app.ena,https://www.englandnetball.co.uk/privacy-policy/
co.tapcart.app.id_DRDAhmtAQf,https://www.americanfighter.com/policies/privacy-policy
net.kairosoft.android.onsen2,http://kairopark.jp/android/priv.html
com.lemon.lvoverseas,https://sf16-draftcdn-sg.ibytedtos.com/obj/ies-hotsoon-draft-sg/capcut/via_clause_privacy_policy_en.html
com.microsoft.office.officehubrow,http://go.microsoft.com/fwlink/?LinkID=507380
com.supercell.brawlstars,https://supercell.com/en/privacy-policy/
de.mardukcorp.kawaiidungeon,https://kawaiinihongo.de/?page_id=78
com.google.android.gm,http://www.google.com/policies/privacy
com.gamesforkids.numbers123.tracing,https://gunjanappstudios.com/privacy-policy/
com.soundcloud.android,http://soundcloud.com/pages/privacy
ph.spacedesk.beta,https://spacedesk.net/privacy-policy/
com.google.android.apps.nbu.files,http://www.google.com/policies/privacy
com.daily.diary.mood.journal,https://4thfloorapps.com/diary-privacy-policy.html
com.sec.android.easyMover,https://www.samsung.com/us/account/privacy-policy/
com.kila.zahlenspielpro.lars,https://lars3n95.github.io/#pp
com.pronunciatorllc.bluebird.englishamerican,https://bluebirdlanguages.com/bluebird-languages-privacy-policy/
com.xingin.xhs,https://agree.xiaohongshu.com/h5/terms/ZXXY20230227002/-1
com.leaderboardgolf,https://www.leaderboardgolf.co/privacy-policy
com.mochimochi.android.an,https://mochidemy.com/privacy-and-policy/
com.symantec.mobilesecurity,https://www.nortonlifelock.com/privacy/gps-english
com.google.android.apps.photosgo,http://www.google.com/policies/privacy
com.waze,http://www.waze.com/legal/privacy/
com.mobile.legends,https://m.mobilelegends.com/news/articleldetail?newsid=2690279
com.americanexpress.android.acctsvcs.us,https://www.americanexpress.com/us/content/legal-disclosures/online-privacy-statement.html
com.mobile.daveshotchicken,https://www.daveshotchicken.com/privacy-policy/
com.sports.real.golf.rival.online,https://www.take2games.com/privacy
com.welcometokyoevents,https://www.wix.com/about/privacy
com.lp.diary.time.lock,https://sites.google.com/view/momentdiary/%E9%A6%96%E9%A1%B5
com.scee.psxandroid,https://www.playstation.com/legal/privacy-policy/
com.discord,https://discordapp.com/privacy/
com.originatorkids.EndlessNumbers,http://originatorkids.com/corporate/privacypolicy/
com.alibaba.aliexpresshd,http://terms.alicdn.com/legal-agreement/terms/suit_bu1_aliexpress/suit_bu1_aliexpress201909171350_82407.html
com.theotino.chinadaily,https://enapp-comment.chinadaily.com.cn/comment/api/static/html/PrivacyPolicy.html
com.encode.proclubmanager1,http://justdreamapps.com/proprivacypolicy.html
com.easybrain.number.sums.puzzle,https://easybrain.com/privacy
com.pushbullet.android,https://help.pushbullet.com/articles/play-store-privacy-policy/
kr.co.vcnc.android.couple,https://between.us/policy/privacy/
com.oceansecondnum,https://mobileocean.co/2ndlineprivacy/
com.valvesoftware.android.steam.community,http://store.steampowered.com/privacy_agreement/
com.loop.number.match.pethereum,https://loopgames.net/privacy
com.simyasolutions.ling.en,https://ling-app.com/privacy-policy/
com.target.ui,http://www.target.com/c/target-privacy-policy/-/N-4sr7p
com.indraanisa.pcbuilder,https://sites.google.com/view/pcbuilderpolicy/
com.kenwa.android.soccer.news.england,https://football-news.netlify.app/policy/news-england.html
com.opera.browser,https://www.opera.com/privacy
com.google.android.apps.kids.familylink,https://www.google.com/policies/privacy
com.selfcare.diary.mood.tracker.moodpress,https://www.yoobool.com/moodpress/privacy
com.UCMobile.intl,https://img.ucweb.com/s/uae/g/3o/ucwebptc/suit_bu1_uc202007241608_71682_04.html
com.facebook.katana,https://www.facebook.com/about/privacy/
com.tradingview.tradingviewapp,https://www.tradingview.com/privacy-policy/
com.innersloth.spacemafia,https://www.innersloth.com/privacy.php
com.gameloft.android.ANMP.GloftDYHM,http://www.gameloft.com/en/privacy-notice
com.inspiredsquare.jupiter,http://www.inspiredsquare.com/games/privacy_policy.html
com.google.android.apps.subscriptions.red,http://www.google.com/policies/privacy
and.lihuhu.woober,https://lihuhugames.com/privacy-policy/
com.gameloft.android.ANMP.GloftA8HM,http://www.gameloft.com/privacy-notice/
com.MustBeFun.GamesInOneWatchGames,https://sites.google.com/view/gio-watchgames-privacypolicy/home
es.hskfree.ap,https://khanjischool.com/terms-of-use-privacy
com.languagedrops.drops.learn.learning.speak.language.english.american.us.usa.words,https://languagedrops.com/privacypolicy.html
mydiary.diary.journal.lock.mood.tracker.free.secret,https://daylio.net/privacy-policy
com.dopuz.klotski.riddle,https://sites.google.com/site/dopuzgames/privacy-policy
jp.or.nhk.nhkworld.tv,https://www3.nhk.or.jp/nhkworld/en/terms/privacy/
com.microsoft.rdc.androidx,https://go.microsoft.com/fwlink/?LinkId=521839
com.yomiwa.yomiwa,http://www.yomiwa.net/privacy/android/
com.google.android.apps.youtube.kids,http://www.google.com/intl/en/policies/privacy/
com.block.juggle,https://hungrystudio.com/privacyus.html?utm_source=googleplay&utm_medium=referral&utm_campaign=visitwebsite
me.dingtone.app.im,https://www.dingtone.me/privacy_policy.html
com.vkontakte.android,https://vk.com/privacy
io.appground.blek,https://appground.io/privacy
kr.co.yjteam.dailynote,http://yjteam.co.kr/privacy/dailynote.html
com.dts.freefireth,https://content.garena.com/legal/pp/pp_en.html
io.usersense.app,https://www.usersense.io/privacy-statement
uk.gov.HomeOffice.ho3,https://www.gov.uk/government/publications/electronic-travel-authorisation-eta-privacy-information-notice
videoplayer.videodownloader.downloader,https://deepthought.industries/privacypolicy.html?pkg=videoplayer.videodownloader.downloader
com.tranetechnologies.asair,https://asairhome.com/privacy_policy
com.vincentb.MobControl,https://www.voodoo.io/privacy
com.wayfair.wayfair,https://www.wayfair.ca/customerservice/general_info.php#privacy
com.microsoft.teams,https://aka.ms/privacy
com.firsttouchgames.dls7,https://www.ftgames.com/privacy-policy
com.freestufffinder.app,http://www.freestufffinder.com/privacy-policy/
com.thredup.android,https://www.thredup.com/privacy-policy
virtualnumber.secondphone.virtualphone,https://getcodeapp.com/page/privacy_policy
com.embermitre.hanping.app.pro,https://hanping.app/privacy
com.americangreetings.ecards,https://www.bluemountain.com/privacy-policy
com.pinterest,https://policy.pinterest.com/privacy-policy
com.ea.game.pvzfree_row,http://privacy.ea.com/en
com.espn.score_center,https://disneyprivacycenter.com/
com.adpog.diary,https://www.writediary.com/privacypolicy?mobile=1
com.picdiary.app,https://picdiary.com/privacy
net.happywit.numberblast,https://unicostudio.co/privacy.html
com.roku.remote,https://www.roku.com/about/privacy
com.getpure.pure,https://pure.app/policy/
org.american1cu.onlinebanking,https://www.american1cu.org/privacy-and-disclosures/privacy-statement
com.mylogbet.LeagueOne_EN,https://mylogbet.pt/Politica
jp.co.jal.dom,http://www.jal.co.jp/mobile/appli/html/goriyo.html#kojin
com.carters.android,http://www.carters.com/privacy/privacy-policy.html
com.glf,https://www.teamsprt.com/privacy
com.robinhood.android,https://robinhood.com/l/privacy
com.easybrain.number.puzzle.game,https://easybrain.com/privacy
com.app4joy.england_free,https://3dflag.wordpress.com/privacy-policy/
me.talkyou.app.im,http://talkyou.me/en/privacy_policy.html
com.jcp,https://www.jcpenney.com/m/privacy-notice
com.google.android.apps.tachyon,http://www.google.com/policies/privacy
com.mojayllc.dailychinese,https://www.dailychinese.app/privacy_policy/
com.google.android.apps.messaging,http://www.google.com/policies/privacy
com.whatsapp,https://www.whatsapp.com/legal/privacy-policy
com.rvappstudios.numbers123.toddler.counting.tracing,http://www.rvappstudios.com/privacy_policy_ABC.php
org.sinamon.duchinese,http://www.duchinese.net/privacy_policy.html
com.mojang.minecraftpe,http://go.microsoft.com/fwlink/?LinkId=521839
com.miniclip.carrom,https://www.miniclip.com/privacy-policy
com.hushed.release,https://hushed.com/privacy-policy/
com.daily.journal.diary.lock.mood.tracker.free,https://www.simpleinnovation.us/diary/privacy-policy
com.google.android.play.games,http://www.google.com/policies/privacy
com.aichatbot.aimate,https://sc-res.aicreativelabs.co/chat/privacy.html
com.microsoft.rdc.android,https://go.microsoft.com/fwlink/?LinkId=521839
co.yellw.yellowapp,https://www.yubo.live/legal/privacy-policy
com.dotlanguages.languages,https://www.dotlanguages.com/privacy
com.BStudio.PCSimulator,https://pages.flycricket.io/pc-creator-simulator/privacy.html
com.google.chromeremotedesktop,https://policies.google.com/privacy
com.olo.greatamericanrestaurants,https://order.greatamericanrestaurants.com/privacy-policy
com.phdmobi.timescity,https://whatshot.in/policy
grateful.gratefulapp.gratitude.happiness.wellbeing.dailyjournal.journal,https://www.thegratefulapp.com/terms.html
com.bestbuy.android,http://www.bestbuy.com/privacy
com.xodo.pdf.reader,https://xodo.com/privacy
com.sega.sonicdash,https://privacy.sega.com/en/sega-of-america-inc-privacy-policy
com.dreamgames.royalmatch,https://dreamgames.com/en/privacy
com.JindoBlu.OfflineGames,https://www.iubenda.com/privacy-policy/64629328
com.japanactivator.android.jasensei,http://www.japan-activator.com/en/public/registration/termsservice
com.childrensplace.gymmobileapp,https://www.gymboree.com/us/help-center/policies/PrivacyPolicy
com.microsoft.office.outlook,http://taps.io/outlookprivacy
com.afcu.mobilebanking,https://www.americafirst.com/about/help/disclosures/card-guard-agreement.html
com.android.chrome,https://policies.google.com/privacy
com.ubercab,https://www.uber.com/privacy
jp.co.jorudan.nrkj,https://www.jorudan.co.jp/company/privacy.html
com.budgestudios.googleplay.HotWheelsUnlimited,https://budgestudios.com/en/legal/privacy-policy/
com.rym.door.inter,https://sig.doorzo.com/?n=Sig.Front.Front.PrivacyGlobalApp&HideMobileFlag=true&language=en
com.kiloo.subwaysurf,https://sybogames.com/privacy-policy/
com.beyondcart.hotfarm,https://hotfarm.eu/policies/privacy-policy
com.renshuu.renshuu_org,https://www.renshuu.org/index.php?page=misc/copyright
com.immersive.chinese,https://drive.google.com/file/d/1JEJHthqs8uquU3wyPPn4CT4zzOaCsBUD/view?usp=sharing
com.happyapplab.englandtravelguide,http://berkekurnaz.com/privacy.html
com.municorn.secondPhone,https://telecom.municorn.com/privacy?app=second-phone
com.neverold.board.number.match,https://neverold.games/privacy-policy/number-match
com.shibbir.eighteen_plus,https://sites.google.com/view/eighteenplusapp/home
com.tarboosh.collectemall,https://www.voodoo.io/privacy
io.n2go.app,https://www.n2go.io/privacy
com.tencent.mm,https://www.wechat.com/mobile/htdocs/en/privacy_policy.html
com.etips.london.travel.guide,https://etips.com/privacy-policy/
de.mobiletrend.lovidoo,https://pcdn.yoomee.love/yoomee/en/privacy_en_GB.html
me.greenlight,https://greenlight.com/privacy/
com.bgg.jump,https://www.magictavern.com/privacy.html
com.apple.atve.sony.appletv,https://www.apple.com/legal/privacy/en-ww/
com.alltrails.alltrails,https://www.alltrails.com/privacy
com.google.android.apps.walletnfcrel,https://policies.google.com/privacy
com.tachanfil.uknewspapers,http://terms.munben.com/ing/en
air.com.flipline.papashotdoggeriatogo,http://www.flipline.com/privacy.html
com.funeasylearn.phrasebook.english.american,https://www.funeasylearn.com/privacy
com.seabirdapps.uphillnewengland,https://www.onespotapps.com/privacy
com.ihappydate,https://ihappydate.com/policy_EN.html
com.barcodetopc,https://barcodetopc.com/app-privacy-policy/
org.mozilla.firefox,https://www.mozilla.org/privacy/firefox/
com.zhiliaoapp.musically,https://www.tiktok.com/legal/privacy-policy
com.ea.game.nfs14_row,http://privacy.ea.com/en
sinet.startup.inDriver,https://indrive.com/en-cy/legal
com.apptegy.englandsdar,http://apptegy.com/privacy-policy
com.virtunum.android,https://www.onlinesms.app/privacy-and-policy
flar2.appdashboard,https://appdash.app/app-privacy-policy/
org.englandgolf.mygolf,https://www.englandgolf.org/p/app/mygolf-en/privacy-policy
com.pplingo.picturebook,https://ebu-ops.lingoace.com/static/aelbookprivacy/index.html
com.szabolcsarvai.scorecounter,https://szabolcsarvai.github.io/scorecounter-web/privacy-policy.html
com.fitnessmobileapps.hotyogahealthyyou,https://www.mindbodyonline.com/privacy-policy
com.microjoy.number.crush.match.numberzilla.ten.saga.puzzle,http://microjoygame.com/privacy.html
org.pbskids.gamesapp,http://pbskids.org/privacy/
com.kismia.app,https://mobapi.kismia.com/assets/57/privacy-policy.html
com.tixserve.twickenham,https://www.englandrugby.com/the-rfu/policies/privacy-notice
com.facebook.lite,https://www.facebook.com/about/privacy/
ca.reev.lifeintheuk,https://reev.ca/privacy
air.com.flipline.papashotdoggeriahd,http://www.flipline.com/privacy.html
com.flirtini,https://www.flirtini.com/staticPage/privacypolicy
all.in.one.calculator,https://www.allinonecalculator.com/privacy
com.fitnessmobileapps.thehotroom,https://www.mindbodyonline.com/privacy-policy
com.leaderboardle.app,https://www.leaderboardle.com/tandcs.html
com.roblox.client,https://www.roblox.com/info/privacy
com.pc.builder.creator.building.simulator.game,https://hyperjoygames.com/hyper-joy-privacy-policy.html
com.taobao.taobao,https://terms.alicdn.com/legal-agreement/terms/suit_bu1_taobao/suit_bu1_taobao201703241622_61002.html
com.lightweight.WordCounter.free,https://sites.google.com/view/tubenoteprivacypolicy/home
nearby.apps.hot.popular.com.hotappsnearby,http://privacy.hotappsnearby.com
com.qbisstudio.ukmapquiz,https://ukmapquiz.qbisstudio.com/
com.americanHealthMarketplace,https://app.americanhm.org/privacy-policy.html
online.smsvirtual.app,https://www.privacypolicygenerator.info/live.php?token=u3ierK4u69BdHWQmCsW2YdNdQDJvt8Eg
de.mardukcorp.kawaiinihongo,https://kawaiinihongo.de/?page_id=78
com.aomiapp.aomi,https://www.aomijapanese.jp/privacy-policy
com.yahoo.mobile.client.android.mail,https://policies.yahoo.com/xw/en/yahoo/privacy/directory/international/index.htm
com.squadbuilt.af,https://squadbuilt.com/privacy
world.playme.mechat,https://playme.pro/info/general_privacy_policy_eng.html
com.tunupgames.aos.numberone,http://www.tunupgames.com/?detail=pen
com.ifriend.app,https://evaapp.ai/app/pp.html
com.PecbaGames.Englandsoccer,https://drive.google.com/file/d/1yE6Gcn9SA7d-uIdv0JjipEFwWpTXt-84/view?usp=sharing
com.playrix.fishdomdd.gplay,https://www.playrix.com/privacy/index.html
com.king.candycrushsaga,https://king.com/privacyPolicy
com.playrix.homescapes,https://www.playrix.com/privacy/index.html
video.player.videoplayer,https://inshotapp.com/website/XPlayer/policy2021.html
com.sl.chat.project_chatter,http://sea-privacy.juyihuanqiu.com/gaga-privacy
com.imangi.templerun2,http://imangistudios.com/privacy/privacy-policy.htm
com.applicaster.il.hotvod,https://www.hot.net.il/heb/Products/hot/tv/
com.mochi_chinese_flutter,https://www.mochidemy.com/privacy-and-policy/
com.dena.automotive.taxibell,https://go.mo-t.com/privacy_app
com.xrcloud.cloudpc,https://www.xrcloud.com/policy/513.html
kr.co.smartstudy.pinkfong123numbers_android_googlemarket,http://www.smartstudy.co.kr/privacy/
com.pixelcrater.Diaro,https://diaroapp.com/privacy-policy
com.pro.hot,https://www.hotcoin.com/en_US/support/article?code=11675575043100673
com.cig.chineseparents.gp,https://www.littoralgames.com/s/html/privacy/chineseparents.html
com.buildcores.buildcores_android,https://github.com/HarshdeepKahlon/buildcores-public/blob/master/PrivacyPolicy.md
com.king.candycrushsodasaga,https://king.com/privacyPolicy
com.manualslib.app,https://www.manualslib.com/app/pp.pdf
com.miuustudio.miuudiary,https://miuunote.site/privacy-policy
com.apple.android.music,http://www.apple.com/legal/privacy/
com.playrix.township,https://www.playrix.com/privacy/index.html
com.comhub.onlinechat.android.video,https://comhubapp.net/privacy_policy.html
org.cleregolfhub.englandgolfapp,https://app.cleregolfhub.com/privacy-policy
com.apowersoft.mirror,https://www.apowersoft.com/privacy.html
com.tencent.ig,http://pubgmobile.proximabeta.com/privacy.html
com.squareup.cash,https://cash.app/legal/us/en-us/privacy
hecate.risefall.org,https://risefall.org/privacy_policy_for_hecate.html
journal.notebook.memoir.write.diary,https://www.ascendik.com/privacy-policy/
com.playrix.gardenscapes,https://www.playrix.com/privacy/index.html
com.netflix.mediaclient,http://www.netflix.com/privacy
com.dropbox.android,https://www.dropbox.com/privacy?mobile=1
com.textmeinc.textme,http://api.textme-app.com/api/support/privacy-policy/android/
com.pleco.chinesesystem,http://www.pleco.com/privacy.html
uk.gov.HomeOffice.ho2,https://www.gov.uk/government/publications/personal-information-use-in-borders-immigration-and-citizenship/borders-immigration-and-citizenship-privacy-information-notice
com.mosalingua.cnfree,https://www.mosalingua.com/app-privacy
com.miniclip.eightballpool,https://www.miniclip.com/privacy-policy
and.lihuhu.threedotscollectemall,https://lihuhugames.com/privacy-policy/
com.othermedia.EcbCricket,https://www.ecb.co.uk/privacy
com.device.HotFit,http://1.waitfall123.sinaapp.com/public/DailyFit_g_ch.html
com.dayoneapp.dayone,https://dayoneapp.com/privacy
com.google.android.apps.maps,http://www.google.com/policies/privacy
com.gamovation.tileclub,https://www.gamovation.com/legal/privacy-policy.html
com.activision.callofduty.shooter,https://www.activision.com/legal/privacy-policy
com.funeasylearn.english.american,https://www.funeasylearn.com/privacy
com.levelinfinite.sgameGlobal,https://www.honorofkings.com/policy/privacy.html
net.psyberia.offlinemaps,http://www.offline-maps.net/en/privacy
com.walmart.android,https://corporate.walmart.com/privacy-security/walmart-privacy-notice/walmart-app-privacy-notice-quick-links
net.tsapps.appsales,http://ts-apps.com/privacy/appsales/index.html
com.ce.android.brand.hottable,https://hottable.incentivio.com/termsofuse_android.html
com.tinder,https://policies.tinder.com/privacy
com.takimi.android,https://taimi.com/privacy-policy
com.nike.omega,https://www.nike.com/help/a/privacy-global
es.socialpoint.DragonCity,https://legal.socialpoint.es/privacy
com.xamisoft.chineseexpert,https://www.xamisoft.com/privacy-policy
com.austrianapps.ventocom.hofer,https://www.hot.at/datenschutz
com.tika.edu.chinese.hsk.exam,https://pub.kaka.cn/agreement/privacy/hsk/index1.html
com.userlytics.recorder,https://resources.userlytics.com/en/terms-of-service-testers/
com.investors.leaderboard.android,https://www.investors.com/investors-business-daily-privacy-policy/
game.allout,https://allout.game/privacy-policy
com.eup.heyjapan,http://eupgroup.net/apps/heyjapan/terms.html
com.hellochinese,http://www.hellochinese.cc/privacy.html
com.ultraandre.pccreator2,https://creaty.me/pccreator2/privacy-policy.html
com.totech.phoneasmic,https://sites.google.com/view/micstream-privacy-policy
com.atistudios.italk.ja,https://www.mondly.com/privacy
